label,polarity,flip_ns_8b,flip_s_8b,flip_ns_70b,flip_s_70b,ns8b_diff_ppron,ns8b_diff_i,ns8b_diff_we,ns8b_diff_socrefs,ns8b_diff_Authentic,ns8b_diff_WPS,ns8b_diff_focuspast,ns8b_diff_visual,ns8b_diff_auditory,ns8b_diff_feeling,ns8b_diff_Analytic,ns8b_diff_WC,ns8b_diff_BigWords,ns8b_diff_number,ns8b_diff_motion,ns8b_diff_space,ns8b_diff_time,ns8b_diff_Tone,ns8b_diff_tone_pos,ns8b_diff_tone_neg,ns8b_diff_cogproc,ns8b_diff_insight,ns8b_diff_cause,s8b_diff_ppron,s8b_diff_i,s8b_diff_we,s8b_diff_socrefs,s8b_diff_Authentic,s8b_diff_WPS,s8b_diff_focuspast,s8b_diff_visual,s8b_diff_auditory,s8b_diff_feeling,s8b_diff_Analytic,s8b_diff_WC,s8b_diff_BigWords,s8b_diff_number,s8b_diff_motion,s8b_diff_space,s8b_diff_time,s8b_diff_Tone,s8b_diff_tone_pos,s8b_diff_tone_neg,s8b_diff_cogproc,s8b_diff_insight,s8b_diff_cause,ns70b_diff_ppron,ns70b_diff_i,ns70b_diff_we,ns70b_diff_socrefs,ns70b_diff_Authentic,ns70b_diff_WPS,ns70b_diff_focuspast,ns70b_diff_visual,ns70b_diff_auditory,ns70b_diff_feeling,ns70b_diff_Analytic,ns70b_diff_WC,ns70b_diff_BigWords,ns70b_diff_number,ns70b_diff_motion,ns70b_diff_space,ns70b_diff_time,ns70b_diff_Tone,ns70b_diff_tone_pos,ns70b_diff_tone_neg,ns70b_diff_cogproc,ns70b_diff_insight,ns70b_diff_cause,s70b_diff_ppron,s70b_diff_i,s70b_diff_we,s70b_diff_socrefs,s70b_diff_Authentic,s70b_diff_WPS,s70b_diff_focuspast,s70b_diff_visual,s70b_diff_auditory,s70b_diff_feeling,s70b_diff_Analytic,s70b_diff_WC,s70b_diff_BigWords,s70b_diff_number,s70b_diff_motion,s70b_diff_space,s70b_diff_time,s70b_diff_Tone,s70b_diff_tone_pos,s70b_diff_tone_neg,s70b_diff_cogproc,s70b_diff_insight,s70b_diff_cause
1,positive,0,0,0,0,-3.7700000000000005,-3.669999999999999,0.0,0.6099999999999999,10.560000000000002,6.370000000000001,-1.7999999999999998,1.44,0.0,1.65,17.080000000000013,14,6.169999999999998,0.83,-0.10000000000000009,2.33,-0.43000000000000016,3.510000000000005,1.0,0.0,1.0,0.83,-0.10000000000000009,-0.10000000000000142,-0.5,0.44,0.3500000000000001,30.310000000000002,10.3,-0.41000000000000014,-0.09000000000000008,0.0,0.89,-19.75999999999999,118,-8.79,0.0,-0.040000000000000036,1.8100000000000005,-0.6300000000000003,0.8100000000000023,0.16999999999999993,0.0,6.39,2.67,0.85,-2.880000000000001,-1.9499999999999993,0.0,-0.9400000000000001,14.820000000000007,3.770000000000003,-1.0,0.9099999999999997,0.0,2.78,19.11,1,3.469999999999999,0.0,0.0,-0.08000000000000007,-2.81,4.810000000000002,2.7199999999999998,0.0,1.7999999999999998,1.85,0.0,0.5,0.08000000000000007,0.0,0.3799999999999999,30.25,13.880000000000003,0.5999999999999996,-0.07000000000000006,1.35,0.45,-1.529999999999987,115,-9.91,0.45,0.87,3.3000000000000007,-0.14000000000000012,-7.780000000000001,-1.1100000000000003,0.0,4.749999999999999,2.25,0.87
0,negative,0,0,1,1,-3.119999999999999,-1.41,-1.3600000000000003,-2.039999999999999,12.599999999999994,-3.0700000000000003,2.41,0.18000000000000005,0.0,-0.35,-12.93,-96,7.990000000000002,0.19000000000000017,0.029999999999999805,2.3900000000000006,0.5899999999999999,-5.649999999999999,-0.8700000000000001,-0.53,0.28000000000000114,-0.7,-0.7,-9.54,-1.41,-6.71,-8.459999999999999,-6.400000000000006,-4.77,-3.4700000000000006,1.25,0.0,-0.35,32.870000000000005,-96,12.8,-0.33999999999999986,0.029999999999999805,0.25,-0.4800000000000004,3.1999999999999957,-0.33000000000000007,-0.53,-2.9299999999999997,-0.7,-1.24,-3.3999999999999995,-1.41,-2.3200000000000003,-1.3899999999999988,-2.460000000000008,-1.0399999999999991,-1.120000000000001,0.09000000000000002,0.0,-0.35,-1.7800000000000011,-55,14.969999999999999,0.3400000000000001,-0.11000000000000032,-0.75,1.0999999999999996,20.6,0.5999999999999996,-0.6200000000000001,-2.619999999999999,-0.020000000000000018,-0.44999999999999996,-9.0,-1.41,-6.71,-8.969999999999999,-42.0,-5.039999999999999,-6.090000000000001,0.19000000000000006,0.0,-0.35,2.1899999999999977,-99,5.670000000000002,-0.31999999999999984,-1.5500000000000003,-1.25,-0.9300000000000006,12.93,-0.30000000000000027,-1.06,-0.6199999999999992,-0.6799999999999999,0.3999999999999999
1,negative,0,0,0,0,-3.67,-1.5899999999999999,-0.9900000000000002,-2.330000000000001,21.36,6.610000000000001,-1.7699999999999996,0.0,0.0,0.1299999999999999,27.269999999999996,-135,8.110000000000001,-0.6200000000000001,-0.24,1.5599999999999996,0.5599999999999996,-0.6699999999999999,0.3899999999999999,0.5299999999999998,3.2299999999999995,1.4000000000000001,-0.25,-2.8200000000000003,-1.9100000000000001,0.6000000000000001,-0.9500000000000011,12.670000000000002,2.5699999999999985,-5.5,0.22,0.22,-0.79,3.6799999999999997,67,3.200000000000001,-0.040000000000000036,-0.040000000000000036,2.25,-0.6900000000000004,0.1900000000000004,0.6399999999999999,0.6000000000000001,3.2800000000000002,0.45999999999999996,-0.36,-5.140000000000001,-1.1500000000000004,-1.81,-3.990000000000001,-10.090000000000003,7.49,-5.550000000000001,0.29,0.0,-0.43000000000000005,35.790000000000006,-56,12.409999999999998,-0.010000000000000009,-1.47,-1.7700000000000005,-0.14000000000000057,0.020000000000000462,0.5399999999999998,0.5299999999999998,2.6100000000000003,0.49,1.3299999999999998,-3.460000000000001,-1.13,-0.81,-2.5100000000000007,2.269999999999996,18.099999999999994,-2.700000000000001,0.53,0.0,-0.13,6.260000000000005,170,-0.47000000000000064,-0.7,-0.17999999999999994,0.17999999999999972,-0.29000000000000004,-2.13,0.07000000000000006,0.6000000000000001,4.760000000000001,0.6799999999999999,0.050000000000000044
0,negative,0,1,1,1,1.1899999999999995,-0.22999999999999954,0.0,1.33,-10.590000000000003,12.839999999999998,-0.96,0.0,1.2900000000000005,0.73,-1.4699999999999989,6,3.610000000000003,-0.8599999999999999,-0.030000000000000027,-4.1499999999999995,1.2300000000000004,21.569999999999997,2.02,0.56,2.389999999999999,-0.10000000000000009,0.7,-4.76,-5.34,0.0,-0.34999999999999964,-50.669999999999995,10.110000000000001,-1.96,1.35,-1.1199999999999997,0.0,47.10999999999999,17,17.580000000000002,-1.6999999999999997,-0.76,-4.6899999999999995,-3.31,42.540000000000006,0.9100000000000006,-1.79,1.9799999999999986,3.79,0.5900000000000001,0.9799999999999995,0.16999999999999993,0.0,1.67,-2.489999999999995,10.839999999999998,-1.4,0.0,-0.6699999999999999,0.0,21.449999999999996,-4,6.060000000000002,-1.4799999999999998,0.030000000000000027,-3.579999999999999,-0.6200000000000001,36.92,0.8999999999999999,-1.46,5.109999999999999,0.06999999999999984,0.81,-4.42,-5.34,0.0,0.3400000000000003,-71.66,0.1899999999999995,-2.8,0.85,-0.4299999999999997,0.0,15.649999999999999,-13,11.25,-3.05,-0.76,-6.369999999999999,-1.9499999999999997,11.7,0.4200000000000004,-0.4299999999999997,5.59,1.1,0.08999999999999997
0,positive,1,1,1,1,-0.4399999999999995,-0.27,1.0699999999999998,-0.2999999999999998,60.75999999999999,8.83,-0.16999999999999993,-1.23,0.0,-0.95,15.069999999999993,18,9.849999999999998,-0.1399999999999999,0.54,7.4399999999999995,0.1200000000000001,0.0,-0.5800000000000001,-0.1399999999999999,5.55,-0.1399999999999999,-0.1399999999999999,-5.84,-1.9,-3.81,-1.2599999999999998,6.549999999999997,0.5500000000000007,-3.03,-1.0399999999999998,0.0,-0.95,28.67,5,23.16,-0.95,-0.07999999999999985,2.51,-2.03,-22.379999999999995,-4.97,-0.039999999999999925,3.5999999999999996,2.6900000000000004,-0.039999999999999925,-0.08000000000000007,-0.010000000000000009,0.9099999999999997,-0.07000000000000028,42.81,3.4700000000000006,-0.07000000000000028,-0.97,0.0,-0.95,11.809999999999988,1,15.940000000000001,-0.95,-0.010000000000000009,3.7300000000000004,0.9000000000000004,0.0,1.8000000000000007,-0.010000000000000009,6.6,0.94,0.94,-8.57,-1.9,-3.81,-5.5600000000000005,-15.570000000000002,0.46000000000000085,-2.55,-1.8299999999999998,0.0,-0.95,16.879999999999995,-8,18.39,-0.95,-1.9,-2.6999999999999997,-1.67,-2.469999999999999,-2.3,0.08000000000000007,7.3,3.17,-0.95
0,positive,1,0,1,0,1.9000000000000004,0.08000000000000007,0.62,2.4400000000000004,-0.6600000000000108,6.349999999999998,1.9300000000000006,1.2,0.0,0.0,4.780000000000001,-4,1.8000000000000007,-0.5199999999999996,0.6699999999999999,-3.7699999999999996,0.06000000000000005,0.9300000000000068,0.11000000000000032,0.0,3.7200000000000006,1.2,0.6300000000000001,-4.09,-3.51,-0.58,1.5499999999999998,-31.590000000000003,1.7899999999999991,-3.0599999999999996,0.0,0.0,0.0,8.349999999999994,11,11.11,-0.20999999999999996,-0.7199999999999998,-3.25,-1.2399999999999998,-16.049999999999997,-1.38,0.0,0.23000000000000043,1.1,-0.6199999999999999,0.9400000000000004,0.96,-0.019999999999999907,0.48,0.4099999999999966,7.68,0.33000000000000007,0.0,0.0,0.0,4.019999999999996,8,3.34,-0.1599999999999997,-0.1299999999999999,-3.01,-0.6599999999999999,-1.8900000000000006,-0.20999999999999996,0.0,1.4400000000000004,1.68,-0.6099999999999999,-4.09,-3.51,-0.58,-0.49,-50.88000000000001,-0.8500000000000014,-4.0,0.0,0.0,0.0,14.510000000000005,-12,3.150000000000002,-0.36999999999999966,-1.66,-3.6999999999999993,-1.0799999999999998,-2.539999999999992,-0.27999999999999936,0.0,-2.7399999999999998,0.63,-0.5399999999999999
1,positive,0,0,0,0,-0.030000000000001137,-4.0600000000000005,6.5600000000000005,4.91,-63.23,1.8000000000000007,-7.239999999999999,0.0,0.0,-1.27,51.019999999999996,9,8.030000000000001,1.14,-2.66,-0.5099999999999998,2.02,0.0,0.09999999999999964,0.0,-4.57,-2.66,2.14,-2.7700000000000014,-2.88,1.4899999999999998,0.46000000000000085,-26.25999999999999,9.059999999999999,-8.29,0.0,1.15,-1.27,41.17,95,-1.4100000000000001,1.72,-0.9299999999999997,4.14,0.3400000000000003,-11.739999999999995,-5.530000000000001,0.0,-5.07,-2.65,-0.7000000000000001,-1.0500000000000007,-1.7300000000000004,0.9200000000000004,1.6099999999999994,-38.44,1.5999999999999979,-5.99,0.0,0.0,-1.27,50.879999999999995,8,9.510000000000002,0.0,-1.5,-0.45999999999999996,0.9200000000000004,0.0,1.3599999999999994,0.0,-5.640000000000001,-1.5,-0.1200000000000001,0.20999999999999908,0.2999999999999998,2.44,-0.41000000000000014,-24.069999999999993,10.059999999999999,-4.139999999999999,1.66,0.0,-0.16999999999999993,19.78,102,-4.949999999999999,1.1,-1.5899999999999999,3.2299999999999995,-0.31999999999999984,-2.8299999999999983,-4.050000000000001,0.0,-0.33999999999999986,-1.5899999999999999,-0.72
1,negative,0,0,0,0,-4.17,-0.6200000000000001,0.0,-3.34,-0.8199999999999932,-6.539999999999999,0.8100000000000005,0.20000000000000018,-0.56,0.67,35.41,-27,8.95,-1.13,0.10999999999999999,-0.47000000000000064,-0.9299999999999997,-44.519999999999996,-1.1899999999999995,1.6400000000000001,-1.0999999999999996,0.04999999999999982,-1.4899999999999998,-0.13000000000000078,1.7299999999999995,0.87,-2.9699999999999998,18.89,-2.3900000000000006,3.780000000000001,1.0500000000000003,-0.12000000000000005,0.87,-27.619999999999997,52,2.400000000000002,-0.2599999999999999,-0.12000000000000005,2.01,1.2300000000000004,-38.85,-2.3399999999999994,0.06000000000000005,3.290000000000001,-1.33,-0.19999999999999973,-5.17,-0.8200000000000003,0.0,-4.84,-18.28,-2.4299999999999997,-1.3899999999999997,0.1200000000000001,-0.56,0.63,34.56,-17,12.370000000000001,-1.13,0.06999999999999995,-0.33999999999999986,-1.63,-26.450000000000003,-0.7699999999999996,0.81,-0.5499999999999989,-1.4500000000000002,-2.19,2.25,6.239999999999999,0.0,-4.47,23.070000000000007,13.96,7.26,0.4600000000000002,-0.56,0.96,-16.869999999999997,137,-2.6899999999999995,-1.13,0.3999999999999999,-0.5100000000000007,0.6100000000000003,-9.869999999999997,-1.0199999999999996,-0.41999999999999993,5.399999999999999,-0.4500000000000002,-0.27
0,positive,0,0,0,0,6.18,4.88,0.0,0.99,47.12,6.540000000000001,-2.1999999999999993,0.0,0.0,0.0,50.769999999999996,15,5.68,0.0,-0.31000000000000005,0.7100000000000009,0.99,0.0,-5.43,0.0,4.5600000000000005,1.3,1.3,-1.61,-1.61,0.0,3.7199999999999998,-22.550000000000004,3.6400000000000006,-11.29,1.33,0.0,0.0,77.92,13,17.139999999999997,0.0,-1.61,-3.01,-1.61,-6.299999999999997,-9.19,0.0,4.77,1.33,0.0,4.8,4.8,0.0,-0.33000000000000007,62.15,2.280000000000001,0.25,0.0,0.0,2.56,24.759999999999998,16,11.709999999999997,0.0,0.95,0.5800000000000001,0.95,0.0,-0.41999999999999993,0.0,13.440000000000001,2.56,1.28,-1.61,-1.61,0.0,-0.2200000000000002,-5.590000000000003,3.1400000000000006,-7.119999999999999,1.39,0.0,0.0,48.82000000000001,10,-0.5800000000000018,0.0,-0.2200000000000002,1.4299999999999997,-1.61,-5.069999999999993,-8.96,0.0,7.879999999999999,0.0,1.39
0,positive,0,0,0,1,0.8399999999999999,-0.47,1.3199999999999998,0.39999999999999947,-15.670000000000002,8.92,0.4099999999999997,-0.91,0.0,0.0,-0.259999999999998,38,5.91,0.0,0.20999999999999974,-3.74,-2.3100000000000005,29.950000000000003,1.77,-0.91,7.39,2.03,0.68,-6.27,-1.82,-2.73,-2.3600000000000003,-17.310000000000002,2.0699999999999985,-2.64,0.08999999999999997,0.0,0.0,34.74,-10,19.91,0.0,-0.8200000000000001,-2.5500000000000007,-3.3600000000000003,-28.89,-2.64,-0.91,5.55,1.0,0.0,-2.4299999999999997,-1.82,-0.31000000000000005,0.08999999999999986,-34.4,5.49,-2.0300000000000002,-0.91,0.0,0.0,24.479999999999997,14,12.36,0.0,-1.01,-5.6800000000000015,-2.33,26.11,1.1999999999999997,-0.91,5.03,1.61,0.0,-7.27,-1.82,-2.73,-4.380000000000001,-18.549999999999997,-1.0,-3.64,-0.91,0.0,0.0,25.619999999999997,-9,23.48,0.0,0.15999999999999992,-3.66,-1.4100000000000001,-12.530000000000001,-1.6600000000000001,-0.91,1.4799999999999995,0.99,0.0
