Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
1,222,73.93,3.53,97.36,86.41,31.71,15.32,93.24,75.23,59.01,15.32,11.71,10.36,0,0,0,1.35,3.6,15.32,9.91,0.45,16.67,7.66,6.31,4.5,0.9,19.37,5.41,3.15,0.9,0.9,0,0,20.72,1.8,10.36,2.25,1.8,2.25,0.9,2.25,1.35,0,4.5,4.5,0,1.35,0.9,0,0,0,0,0,5.86,2.7,0.9,0,0,0,1.35,2.25,0,0,0,0,0.9,0,0,0.9,4.05,0.45,2.7,0.9,0.45,0,3.6,0.9,0,0.45,0,0,0,1.8,0,1.35,0.45,1.8,0,0.45,0,0,0,0.9,6.31,17.57,0.9,1.8,11.71,1.8,1.35,0.45,3.6,9.01,0,2.25,0.45,0,0.45,0,0,13.06,3.15,5.86,0,0,1.8,2.25,0
1,184,66.69,28.14,33.42,53.96,16.73,22.28,83.7,66.85,55.98,7.61,0.54,0,0,0,0,0.54,7.07,14.67,10.33,1.09,13.04,13.59,4.35,7.07,1.63,17.39,6.52,1.63,1.09,0.54,0.54,0,23.37,0,10.33,1.09,2.17,1.09,4.35,0,2.17,0,2.17,2.17,0,0.54,0.54,0,0,0,0,0,4.35,2.72,0.54,0,0,0,1.63,1.63,0,0,0,0,0.54,0,0,0.54,7.07,0,2.17,3.26,1.63,0,1.09,0,0,0,0,0,0,0,0,0.54,0,0,1.09,0,0,0,0,0,3.26,9.24,0.54,1.63,6.52,0.54,0,0,5.43,3.8,8.15,2.72,0,0,0,0,0,17.39,5.98,8.15,0,0,1.09,2.17,0
1,568,44.2,26.68,72.89,3.5,33.41,14.61,91.55,77.11,61.09,16.73,11.62,6.16,2.46,0,1.58,1.41,5.11,16.73,8.63,1.06,14.26,9.33,6.16,7.57,1.58,19.37,6.69,3.7,4.75,3.35,0.7,0.7,24.82,0.18,11.8,1.94,1.06,2.29,2.11,0.7,4.23,0,5.46,1.58,3.87,2.46,0.35,2.11,0.18,0.35,0,0,10.21,3.35,0.18,0.18,0.53,0.7,1.76,7.04,0.53,0.35,0,2.29,0.35,0,0,0.35,3.52,0.53,0.7,1.06,1.23,0,2.64,0.53,0.18,0,0,0,0,1.76,0,0.53,0.53,1.58,0.18,0.18,0,0.18,0,0.18,5.63,8.27,0.18,1.58,5.46,0.53,0,0.88,5.99,11.62,1.23,0.88,0,0,0,0,0,14.61,2.99,7.39,0,0,2.29,1.94,0
1,118,51.39,26.29,25,31.93,14.75,28.81,89.83,66.95,55.08,9.32,1.69,0,0,0,0,0,7.63,14.41,9.32,0,12.71,15.25,5.08,6.78,1.69,17.8,9.32,0.85,2.54,0,1.69,0.85,30.51,0,17.8,3.39,0.85,1.69,7.63,0,4.24,0,7.63,4.24,3.39,1.69,1.69,0,0,0,0,0,8.47,5.08,0,0,0,0,1.69,3.39,0,0,0,0,0,0,0,0,1.69,0,0,1.69,0,0,1.69,0.85,0.85,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0.85,0,3.39,10.17,0.85,0,5.08,0.85,3.39,0,3.39,2.54,8.47,4.24,0,0,0,0,0,12.71,6.78,5.93,0,0,0,0,0
1,97,84.64,52.36,3.69,96.53,12.13,28.87,86.6,62.89,45.36,5.15,0,0,0,0,0,0,5.15,12.37,7.22,0,14.43,11.34,2.06,6.19,0,16.49,11.34,5.15,6.19,2.06,3.09,2.06,23.71,0,8.25,4.12,0,1.03,4.12,0,0,0,8.25,7.22,1.03,3.09,3.09,0,0,0,0,0,15.46,12.37,3.09,1.03,0,1.03,3.09,2.06,0,0,0,0,0,0,0,0,8.25,2.06,1.03,5.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,0,0,1.03,0,1.03,4.12,1.03,0,2.06,1.03,0,0,3.09,4.12,7.22,4.12,0,0,0,0,0,15.46,8.25,4.12,0,0,2.06,1.03,0
1,159,98.4,43.77,46.3,85.43,11.36,28.3,85.53,57.86,44.03,1.26,0,0,0,0,0,0,1.26,17.61,15.09,3.14,13.21,7.55,1.89,5.66,0,10.69,7.55,4.4,3.14,1.89,0.63,0.63,11.95,0,2.52,0.63,0.63,0,1.26,0,0.63,0,4.4,4.4,0,1.26,1.26,0,0,0,0,0,6.92,5.03,1.89,0,0,0.63,0,1.26,0,0.63,0,0,0.63,0,0,0.63,13.21,1.89,5.66,3.14,3.77,0,2.52,1.26,0,1.26,0,0,0,0.63,0,0,0,0,0,0.63,0,0,0,0,1.89,15.09,0,1.26,13.84,0,0,0,1.26,1.26,8.18,0,0,0,0,0,0,15.09,8.81,3.14,0,0,0,3.14,0
1,181,48.28,56.54,66.34,96.17,25.86,16.57,85.64,69.06,56.35,16.02,11.6,6.63,4.97,0,0,0,4.42,16.57,9.94,1.1,11.6,10.5,4.42,7.18,0.55,18.23,5.52,2.76,7.73,6.63,0.55,0.55,21.55,2.21,11.05,2.21,0.55,3.31,1.66,1.66,2.21,0,6.08,6.08,0,2.76,2.76,0,0,0,0,0,11.05,3.31,0,0.55,0,0,0.55,7.18,1.1,0,0,0,0,0,0,0,3.31,0.55,1.66,1.1,0,0,1.1,0,0,0,0,0,0,1.1,0,1.1,0.55,0,0.55,1.1,0,0,0,1.1,6.63,13.26,1.1,2.21,8.29,1.66,0,1.1,2.21,11.05,0,1.1,0,0,0,0,0,20.44,3.87,8.29,0,0,4.97,3.31,0
1,314,40.46,2.16,95.9,54.88,39.25,13.69,89.81,76.43,58.6,18.47,12.42,10.19,0,0.64,0.32,1.27,6.05,14.01,7.01,0,14.01,8.92,6.69,6.05,0.64,20.06,6.69,3.18,1.27,0,1.27,0,28.66,0.64,17.83,3.5,2.55,1.91,4.14,3.82,4.46,0,5.1,3.5,1.27,1.59,0,1.27,0,0.32,0.32,0,5.73,2.87,0.32,0,0.32,0,1.59,2.87,0,0,0.32,0,0.64,0,0,0.64,3.5,0.32,1.91,0.96,0.32,0,1.91,0.32,0,0,0,0,0,0.32,0,0.64,0,1.27,0.64,0.32,0,0.32,0,0.64,7.32,11.46,0.64,0.96,7.96,1.59,0,0.96,2.87,11.78,1.27,1.27,0,0,0,0,0,14.33,2.55,7.64,0,0,1.91,2.23,0
1,72,66.04,25.13,30.29,93.93,12,23.61,90.28,70.83,52.78,6.94,0,0,0,0,0,0,6.94,12.5,8.33,0,15.28,16.67,4.17,6.94,0,23.61,11.11,1.39,0,0,0,0,26.39,0,11.11,0,1.39,1.39,2.78,0,4.17,0,5.56,5.56,0,2.78,2.78,0,0,0,0,0,8.33,5.56,1.39,0,0,0,4.17,1.39,0,0,0,0,0,0,0,0,11.11,2.78,2.78,2.78,2.78,0,1.39,1.39,0,1.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39,13.89,0,1.39,11.11,1.39,0,0,0,4.17,9.72,1.39,0,0,0,0,0,13.89,8.33,5.56,0,0,0,0,0
1,101,78.97,34.42,74.7,50.64,11.22,42.57,78.22,54.46,40.59,5.94,0,0,0,0,0,0,5.94,12.87,9.9,0,7.92,8.91,2.97,5.94,0,11.88,10.89,5.94,1.98,0.99,0.99,0,19.8,0,6.93,0.99,0,0,2.97,0,2.97,0,1.98,1.98,0,0,0,0,0,0,0,0,5.94,2.97,0.99,0,0,0,0,1.98,0.99,0,0,0,0,0,0,0,10.89,3.96,2.97,0.99,2.97,0,1.98,0,0,0,0,0,0,1.98,0,0,0,0,0,0,0,0.99,0,0,0,11.88,0,1.98,10.89,0,0,0,4.95,0,8.91,1.98,0,0,0,0,0,15.84,8.91,5.94,0,0,0,0.99,0
