Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
1,108,94.57,3.74,81.93,99,21.6,28.7,83.33,60.19,48.15,12.04,8.33,8.33,0,0,0,0,3.7,16.67,12.04,0,14.81,3.7,2.78,3.7,0,6.48,8.33,2.78,3.7,1.85,0.93,0.93,14.81,0.93,7.41,1.85,0.93,0,0,1.85,2.78,0,9.26,8.33,0,1.85,0.93,0,0,0,0,0,6.48,4.63,1.85,0.93,0,0,0,0.93,0,0,0,0,1.85,0,0,1.85,7.41,0.93,4.63,1.85,0.93,0,2.78,0.93,0,0.93,0,0,0,1.85,0,0.93,0,0,0,1.85,0,0,0,0,0,16.67,0.93,0.93,8.33,2.78,0,2.78,0.93,7.41,0,0,0,0,0,0,0,17.59,4.63,9.26,0,0,1.85,1.85,0
1,228,62.72,87.2,72.96,61.63,20.73,31.58,82.89,62.28,49.56,11.84,6.14,0,4.39,0,0,0.44,5.7,14.91,8.77,1.75,10.96,7.46,4.82,6.58,1.32,12.72,6.58,2.63,6.58,5.26,1.32,0,20.18,0,8.33,1.75,1.32,0.88,1.32,0,3.07,0,3.51,3.07,0.44,1.75,1.32,0.44,0,0,0,0,13.16,3.51,0.44,0,0,0.44,1.32,9.21,0.44,0,0,0,0.44,0,0,0.44,5.26,0,1.75,3.07,0.44,0,0.44,0,0,0,0,0,0,0,0,0.88,0,0.44,0,0,0,0.88,0,0,3.51,11.4,0.88,3.07,7.02,0.44,0,0,7.46,8.77,0.88,0.44,0,0,0,0,0,17.11,4.82,8.77,0,0,1.32,2.19,0
1,342,73.73,23.09,60.53,5.65,22.8,27.49,86.55,66.67,53.51,14.04,9.94,6.14,1.46,0.58,1.17,0.58,4.09,21.35,11.11,1.75,11.4,6.43,3.51,5.56,1.17,12.87,6.14,4.09,4.39,1.75,0,2.63,22.51,0.58,9.65,1.75,2.34,0.58,1.17,0.58,3.51,0.29,6.14,2.05,3.8,1.75,0,1.46,0,0.29,0.29,0,11.4,5.85,0.58,0.29,0.88,1.17,1.75,5.56,0.29,0,0,1.46,0.29,0,0,0.29,4.97,0.58,0.88,1.75,1.75,0,2.92,0.88,0.29,0,0,0,0,2.05,0,0,0,0.29,0,1.17,0,0,0.88,0.88,3.8,4.97,0.29,0.29,3.51,0.29,0,0.58,6.14,8.77,0,1.17,0,0,0,0,0,13.74,4.39,8.19,0,0,0.88,0.29,0
1,127,57.19,3.68,94.17,57.15,25.4,23.62,87.4,66.93,52.76,13.39,7.09,5.51,0,0.79,0,0,6.3,13.39,8.66,1.57,12.6,9.45,3.15,7.87,1.57,14.17,9.45,0.79,3.15,0.79,2.36,0,25.98,0,17.32,2.36,1.57,3.15,2.36,0,8.66,0,7.09,4.72,2.36,2.36,2.36,0,0,0,0,0,7.87,3.15,1.57,0,0,0,0,4.72,0,0,0,0,0,0,0,0,3.15,0,0,3.15,0,0,1.57,0.79,0.79,0,0,0,0,0,0,0.79,0.79,0,0.79,0,0,0,0.79,0,6.3,12.6,0.79,0.79,7.87,0,3.15,0,4.72,3.94,3.15,0.79,0,0,0,0,0,18.9,3.94,11.02,0,0,3.94,0,0
1,106,79.57,81.19,62.07,99,15.14,26.42,89.62,71.7,53.77,11.32,8.49,1.89,4.72,0,1.89,0,2.83,17.92,11.32,0,14.15,6.6,7.55,5.66,0,12.26,9.43,3.77,10.38,7.55,4.72,0,19.81,0,7.55,1.89,1.89,0.94,0,0.94,2.83,0,12.26,11.32,0.94,5.66,5.66,0,0,0,0,0,12.26,4.72,1.89,0,0,0.94,0,7.55,0,0,0,1.89,0,0,0,0,9.43,2.83,0.94,3.77,0.94,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0,3.77,12.26,0.94,1.89,8.49,1.89,0,0,5.66,6.6,0.94,0.94,0,0,0,0,0,18.87,6.6,9.43,0,0,0.94,1.89,0
1,179,87.91,11.96,97.59,86.08,19.89,28.49,86.03,62.57,48.04,7.26,5.03,4.47,0.56,0,0,0,2.23,16.76,11.17,3.35,12.29,5.03,3.91,7.82,0.56,12.29,7.82,3.91,3.35,2.79,0.56,0,12.85,0,6.7,1.68,0.56,0,0.56,0,3.91,0,4.47,4.47,0,1.68,1.68,0,0,0,0,0,6.7,3.91,1.68,0,0,0.56,0,2.23,0,0.56,0,0,0.56,0,0,0.56,9.5,2.23,3.91,1.68,2.79,0,2.23,1.12,0,1.12,0,0,0,0.56,0,0,0,0,0,0.56,0,0,0,0.56,2.23,17.32,0,2.79,14.53,0,0,0,1.68,5.59,2.23,0,0,0,0,0,0,19.55,5.03,9.5,0,0,1.68,3.35,0
1,87,79.38,78.45,51.97,99,17.4,31.03,79.31,62.07,48.28,12.64,10.34,4.6,3.45,0,0,1.15,2.3,18.39,11.49,0,9.2,5.75,3.45,4.6,0,11.49,8.05,2.3,6.9,4.6,1.15,1.15,13.79,0,5.75,2.3,1.15,0,0,0,1.15,0,11.49,11.49,0,8.05,8.05,0,0,0,0,0,14.94,5.75,1.15,0,0,0,0,9.2,1.15,1.15,0,0,0,0,0,0,6.9,1.15,3.45,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,0,0,0,0,3.45,6.9,0,2.3,4.6,0,0,0,3.45,9.2,0,0,0,0,0,0,0,18.39,5.75,11.49,0,0,0,1.15,0
1,160,91.89,13.59,54.55,38.3,22.86,28.75,81.88,65,48.75,8.13,5,3.13,0,0.63,0,1.25,3.13,17.5,13.75,0,11.88,7.5,3.75,4.38,0,12.5,10.63,5,4.38,0,3.13,1.88,16.88,0,11.88,2.5,0.63,1.88,1.25,0,5.63,0,6.88,3.75,2.5,1.25,0,0.63,0,0,0,0,3.13,0.63,0.63,0,0,0,0,2.5,0,0,0,0,1.25,0,0,1.25,6.25,0,3.13,1.88,1.25,0,2.5,0.63,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0.63,0.63,1.88,10.63,0,0.63,8.13,1.25,0,0.63,0.63,3.13,5,0.63,0,0,0,0,0,13.13,4.38,8.75,0,0,0,0,0
1,78,41.98,1.53,98.03,99,11.14,35.9,87.18,65.38,47.44,8.97,6.41,6.41,0,0,0,0,2.56,15.38,10.26,0,5.13,7.69,11.54,5.13,1.28,12.82,12.82,1.28,2.56,0,2.56,0,26.92,0,16.67,2.56,1.28,1.28,2.56,1.28,6.41,0,14.1,14.1,0,7.69,7.69,0,0,0,0,0,3.85,2.56,2.56,0,0,0,0,1.28,0,0,0,0,0,0,0,0,8.97,2.56,2.56,1.28,2.56,0,1.28,1.28,0,1.28,0,0,0,0,0,1.28,0,0,0,0,0,0,0,1.28,3.85,15.38,0,2.56,10.26,0,0,2.56,2.56,11.54,0,0,0,0,0,0,0,17.95,8.97,7.69,0,0,1.28,0,0
1,124,77.83,59.25,58.85,89.28,17.71,31.45,79.84,64.52,50,9.68,4.84,0,2.42,0,0.81,0.81,4.84,10.48,8.06,0,16.13,8.06,5.65,7.26,0,11.29,10.48,4.03,3.23,3.23,0,0,21.77,0.81,10.48,1.61,0,0.81,3.23,0,5.65,0,4.84,4.84,0,2.42,2.42,0,0,0,0,0,9.68,3.23,0,0.81,0,0,0,6.45,0,0.81,0.81,0,0,0,0,0,4.84,2.42,0.81,0.81,0.81,0,0.81,0,0,0,0,0,0,0.81,0,0.81,0,0,0,1.61,0,0,0,0,1.61,10.48,0.81,0.81,8.87,0,0,0,4.03,1.61,6.45,0.81,0,0,0,0,0,19.35,5.65,10.48,0,0,1.61,1.61,0
1,69,87.4,97.29,44.75,99,13.8,18.84,91.3,69.57,50.72,8.7,7.25,0,7.25,0,0,0,1.45,21.74,11.59,1.45,13.04,10.14,2.9,4.35,0,17.39,11.59,4.35,11.59,7.25,4.35,0,23.19,1.45,5.8,1.45,1.45,1.45,0,0,1.45,0,11.59,11.59,0,1.45,1.45,0,0,0,0,0,14.49,4.35,1.45,1.45,0,0,1.45,8.7,0,0,0,0,0,0,0,0,7.25,0,2.9,2.9,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,0,0,0,0,0,2.9,13.04,0,0,11.59,1.45,0,0,4.35,14.49,0,0,0,0,0,0,0,10.14,7.25,0,0,0,2.9,0,0
1,88,93.48,22.21,42.27,3.56,17.6,23.86,75,65.91,51.14,6.82,4.55,3.41,0,0,0,1.14,2.27,17.05,15.91,0,12.5,5.68,3.41,7.95,1.14,12.5,5.68,2.27,3.41,0,1.14,2.27,18.18,0,5.68,1.14,0,0,2.27,0,2.27,0,3.41,0,2.27,2.27,0,1.14,0,0,1.14,0,5.68,2.27,0,1.14,0,0,1.14,3.41,0,0,0,0,0,0,0,0,3.41,0,1.14,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,0,0,0,0,0,0,2.27,6.82,0,1.14,4.55,1.14,0,0,4.55,10.23,0,1.14,0,0,0,0,0,14.77,5.68,9.09,0,0,0,0,0
1,159,73.75,6.91,93.37,96.87,19.88,27.04,86.16,67.3,54.72,12.58,9.43,8.18,0.63,0,0.63,0,3.14,16.98,10.69,0,12.58,6.29,4.4,7.55,0.63,11.32,8.18,4.4,5.66,3.14,1.26,1.26,20.13,0.63,6.29,0,0.63,0,0.63,0.63,3.14,0,6.29,6.29,0,3.14,3.14,0,0,0,0,0,8.81,5.66,2.52,1.26,0,0,0.63,3.14,0.63,0,1.26,0,0,0,0,0,5.66,0.63,1.89,1.89,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,10.69,0.63,0.63,9.43,0.63,0,0.63,5.66,9.43,0,0.63,0,0,0,0,0,12.58,5.03,6.29,0,0,1.26,0,0
1,289,53,1,99,46.35,18.06,23.88,82.7,66.09,51.56,13.49,9,8.65,0,0,0,0.35,4.5,15.57,7.27,1.73,12.8,10.73,4.15,5.88,1.38,16.26,8.3,3.46,0.35,0.35,0,0,27.34,0.35,12.46,2.42,1.04,1.04,3.11,0,6.23,0,3.81,2.77,1.04,1.73,1.04,0.69,0,0,0.35,0,3.81,1.38,0.69,0,0,0.35,0.35,1.73,0,0.35,0,0,0,0,0,0,4.84,0.35,2.42,1.73,0.35,0,0.69,0.35,0,0,0,0,0,0,0,1.73,0.35,0,0.69,0,0,0,1.38,0.35,3.46,12.46,1.04,1.04,8.3,0.69,0,1.04,7.27,9.34,3.11,1.38,0,0,0,0,0,17.3,5.54,7.96,0,0,3.46,0.35,0
1,111,66.85,9.07,78.79,99,13.88,27.93,82.88,67.57,50.45,9.91,8.11,8.11,0,0,0,0,1.8,18.02,11.71,0.9,8.11,9.91,4.5,5.41,0.9,17.12,8.11,2.7,7.21,2.7,2.7,1.8,23.42,1.8,10.81,6.31,2.7,0,0.9,0,1.8,0,8.11,8.11,0,4.5,3.6,0,0,0,0,0,9.01,5.41,1.8,0.9,0,0,0,3.6,0.9,0,0,0,0,0,0,0,7.21,0,1.8,4.5,2.7,0,1.8,0,0,0,0,0,0,1.8,0,0,0,0,0,0.9,0,0.9,0,0,5.41,4.5,0,0.9,3.6,0,0,0,1.8,11.71,0,1.8,0,0,0,0,0,18.02,7.21,5.41,0,0,2.7,2.7,0
1,172,97.21,14.92,89.39,1.9,24.57,29.07,85.47,63.95,55.23,8.14,5.23,5.23,0,0,0,0,2.91,15.7,12.21,1.74,20.35,8.14,3.49,4.07,0,11.05,7.56,2.33,2.33,0.58,0.58,1.16,15.7,0,7.56,1.74,2.33,1.16,0.58,0.58,0.58,0,6.4,1.74,4.65,2.33,0,1.74,0,0.58,0.58,0,1.16,0.58,0,0.58,0,0,0,0.58,0,0,0,0,0,0,0,0,3.49,0.58,0.58,1.74,0.58,0,2.91,0.58,0,0,0,0,0,1.74,0,0,0,0.58,0,0,0.58,0,0.58,0,2.33,18.02,0.58,2.33,12.21,0,2.33,0.58,4.07,6.98,0,0,0,0,0,0,0,15.12,4.07,7.56,0,0,2.91,0.58,0
